timestamp,hospital,blood_type,stock_initial,demand,supply,stock_final,temperature,days_to_expiry,quality_score,urgency,quality_comment,day_of_week,hour,month,is_weekend,is_holiday_season,special_event,weather
2022-01-02 01:25:12,Hôpital de District Bonassama,O-,22,1,0,21,3.5,53,100.0,normale,Attention: proche expiration,6,1,1,True,True,normal,ensoleillé
2022-01-02 03:15:15,Hôpital de District Bonassama,O-,20,2,17,35,4.1,10,97.8,normale,"État satisfaisant, contrôle qualité OK",6,3,1,True,True,normal,ensoleillé
2022-01-02 05:28:13,Hôpital Général Douala,O-,25,3,24,46,3.6,15,100.0,normale,"Bon état général, légère variation température",6,5,1,True,True,normal,orageux
2022-01-04 15:02:20,Hôpital Laquintinie,O-,27,5,0,22,3.7,40,100.0,normale,Attention: proche expiration,1,15,1,False,True,normal,nuageux
2022-01-04 21:45:46,Hôpital Laquintinie,O-,94,13,0,81,3.1,5,97.8,normale,"État satisfaisant, contrôle qualité OK",1,21,1,False,True,normal,ensoleillé
2022-01-05 13:54:39,Clinique des Spécialités,O-,25,10,0,15,4.3,2,89.9,faible,"Excellent état, conservation parfaite",2,13,1,False,True,normal,orageux
2022-01-05 17:49:12,Hôpital de District Bonassama,O-,65,5,0,60,4.2,27,99.6,normale,Parfait pour transfusion immédiate,2,17,1,False,True,normal,nuageux
2022-01-05 22:53:32,Centre Médical d'Excellence,O-,35,11,0,24,4.5,6,100.0,normale,Parfait pour transfusion immédiate,2,22,1,False,True,normal,pluvieux
2022-01-07 20:06:46,Hôpital de District Bonassama,O-,92,11,0,81,4.1,2,87.2,normale,"Bon état général, légère variation température",4,20,1,False,True,normal,ensoleillé
2022-01-10 01:04:33,Hôpital Militaire,O-,50,7,22,65,3.2,2,85.4,normale,"Excellent état, conservation parfaite",0,1,1,False,True,normal,ensoleillé
2022-01-10 14:24:39,Hôpital Laquintinie,O-,81,4,0,77,4.1,1,62.0,attention,"Excellent état, conservation parfaite",0,14,1,False,True,campagne_don,pluvieux
2022-01-10 15:34:52,Hôpital Militaire,O-,66,7,0,59,3.9,22,89.8,normale,Hémoglobine dans les normes,0,15,1,False,True,normal,ensoleillé
2022-01-12 00:45:47,Hôpital Laquintinie,O-,19,11,0,8,3.7,1,61.1,critique,URGENT: Stock critique - Contrôle bactériologique négatif,2,0,1,False,True,normal,ensoleillé
2022-01-12 15:53:09,Hôpital Général Douala,O-,74,5,0,69,4.6,2,81.5,normale,Hémoglobine dans les normes,2,15,1,False,True,normal,ensoleillé
2022-01-12 16:52:56,Hôpital de District Bonassama,O-,31,8,12,35,3.0,26,100.0,normale,"Excellent état, conservation parfaite",2,16,1,False,True,normal,pluvieux
2022-01-13 03:53:16,Hôpital Général Douala,O-,32,7,0,25,4.5,2,84.2,normale,Urgent: vérifier température stockage,3,3,1,False,True,normal,ensoleillé
2022-01-13 23:47:52,Hôpital de District Bonassama,O-,42,9,21,54,4.2,13,100.0,normale,"État satisfaisant, contrôle qualité OK",3,23,1,False,True,normal,nuageux
2022-01-15 11:06:09,Clinique des Spécialités,O-,42,8,0,34,4.0,14,100.0,normale,Urgent: vérifier température stockage,5,11,1,True,True,normal,orageux
2022-01-16 20:19:33,Hôpital Laquintinie,O-,35,5,0,30,4.1,15,99.2,normale,Hémoglobine dans les normes,6,20,1,True,True,normal,pluvieux
2022-01-17 08:06:25,Hôpital de District Bonassama,O-,58,9,0,49,4.4,3,87.9,normale,Contrôle bactériologique négatif,0,8,1,False,True,urgence_médicale,ensoleillé
2022-01-18 04:32:58,Hôpital Laquintinie,O-,31,11,19,39,3.8,7,100.0,normale,Contrôle bactériologique négatif,1,4,1,False,True,normal,ensoleillé
2022-01-21 00:34:36,Hôpital Laquintinie,O-,28,6,0,22,3.9,29,100.0,normale,Parfait pour transfusion immédiate,4,0,1,False,True,normal,ensoleillé
2022-01-21 09:58:11,Hôpital Laquintinie,O-,86,11,0,75,5.1,1,60.5,attention,"État satisfaisant, contrôle qualité OK",4,9,1,False,True,normal,ensoleillé
2022-01-21 17:10:06,Hôpital Laquintinie,O-,45,8,0,37,3.6,6,100.0,normale,Contrôle bactériologique négatif,4,17,1,False,True,normal,ensoleillé
2022-01-23 02:12:29,Hôpital Militaire,O-,11,2,0,9,4.3,2,74.8,critique,URGENT: Stock critique - Hémoglobine dans les normes,6,2,1,True,True,normal,ensoleillé
2022-01-23 09:10:24,Centre Médical d'Excellence,O-,45,8,21,58,3.8,1,53.6,attention,Hémoglobine dans les normes,6,9,1,True,True,normal,orageux
2022-01-24 17:44:21,Hôpital de District Bonassama,O-,41,13,22,50,4.2,10,99.4,normale,Hémoglobine dans les normes,0,17,1,False,True,normal,orageux
2022-01-25 22:23:30,Clinique des Spécialités,O-,35,3,30,62,4.6,4,82.0,normale,Contrôle bactériologique négatif,1,22,1,False,True,normal,nuageux
2022-01-26 00:49:05,Centre Médical d'Excellence,O-,16,16,0,0,4.3,21,100.0,critique,URGENT: Stock critique - Parfait pour transfusion immédiate,2,0,1,False,True,normal,pluvieux
2022-01-26 16:29:20,Centre Médical d'Excellence,O-,16,9,0,7,4.2,19,97.3,critique,"URGENT: Stock critique - État satisfaisant, contrôle qualité OK",2,16,1,False,True,normal,pluvieux
2022-01-28 11:13:29,Hôpital de District Bonassama,O-,34,10,0,24,4.7,20,100.0,normale,Parfait pour transfusion immédiate,4,11,1,False,True,accident_route,nuageux
2022-01-29 21:41:03,Hôpital Militaire,O-,44,5,0,39,3.9,24,96.7,normale,Hémoglobine dans les normes,5,21,1,True,True,normal,ensoleillé
2022-01-30 09:18:26,Hôpital de District Bonassama,O-,56,4,0,52,4.2,90,100.0,normale,Urgent: vérifier température stockage,6,9,1,True,True,normal,ensoleillé
2022-01-30 18:01:23,Hôpital Militaire,O-,56,8,0,48,4.3,1,68.0,attention,Urgent: vérifier température stockage,6,18,1,True,True,normal,pluvieux
2022-01-31 07:41:39,Hôpital de District Bonassama,O-,42,20,0,22,3.4,12,98.4,normale,Contrôle bactériologique négatif,0,7,1,False,True,normal,nuageux
2022-01-31 13:11:10,Clinique des Spécialités,O-,65,9,19,75,3.9,1,57.6,attention,Hémoglobine dans les normes,0,13,1,False,True,normal,ensoleillé
2022-01-31 14:34:32,Hôpital Militaire,O-,66,10,0,56,3.7,3,84.1,normale,Parfait pour transfusion immédiate,0,14,1,False,True,normal,ensoleillé
2022-01-31 23:41:39,Hôpital Laquintinie,O-,32,5,21,48,3.4,12,100.0,normale,Parfait pour transfusion immédiate,0,23,1,False,True,normal,pluvieux
2022-02-01 17:57:10,Hôpital Laquintinie,O-,54,9,0,45,3.5,49,95.1,normale,Hémoglobine dans les normes,1,17,2,False,False,normal,nuageux
2022-02-03 12:16:07,Hôpital de District Bonassama,O-,70,6,22,86,4.2,3,79.2,normale,"État satisfaisant, contrôle qualité OK",3,12,2,False,False,accident_route,orageux
