timestamp,hospital,blood_type,stock_initial,demand,supply,stock_final,temperature,days_to_expiry,quality_score,urgency,quality_comment,day_of_week,hour,month,is_weekend,is_holiday_season,special_event,weather
2022-01-04 08:03:05,Hôpital de District Bonassama,B-,36,9,19,46,4.8,1,66.6,attention,"Bon état général, légère variation température",1,8,1,False,True,normal,pluvieux
2022-01-09 05:26:35,Centre Médical d'Excellence,B-,10,9,24,25,4.1,10,98.3,normale,"Excellent état, conservation parfaite",6,5,1,True,True,normal,ensoleillé
2022-01-17 14:02:44,Clinique des Spécialités,B-,68,12,0,56,5.2,10,100.0,normale,Hémoglobine dans les normes,0,14,1,False,True,normal,nuageux
2022-01-21 18:38:07,Centre Médical d'Excellence,B-,59,13,0,46,3.8,7,96.7,normale,"Excellent état, conservation parfaite",4,18,1,False,True,normal,ensoleillé
2022-01-25 17:06:52,Hôpital Général Douala,B-,71,8,16,79,3.7,28,94.6,normale,"Excellent état, conservation parfaite",1,17,1,False,True,normal,pluvieux
2022-01-26 03:39:29,Clinique des Spécialités,B-,33,4,0,29,3.7,28,94.9,normale,Attention: proche expiration,2,3,1,False,True,normal,orageux
2022-01-31 01:52:44,Hôpital Laquintinie,B-,40,13,0,27,3.3,2,89.3,normale,"État satisfaisant, contrôle qualité OK",0,1,1,False,True,normal,orageux
2022-02-02 07:40:34,Clinique des Spécialités,B-,61,3,19,77,4.1,34,95.0,normale,Contrôle bactériologique négatif,2,7,2,False,False,normal,pluvieux
2022-02-08 02:15:03,Clinique des Spécialités,B-,32,5,29,56,3.6,14,99.7,normale,Hémoglobine dans les normes,1,2,2,False,False,normal,pluvieux
2022-02-08 15:38:24,Clinique des Spécialités,B-,33,10,0,23,4.4,5,100.0,normale,"État satisfaisant, contrôle qualité OK",1,15,2,False,False,normal,orageux
2022-02-12 08:26:19,Hôpital Militaire,B-,47,3,18,62,4.0,20,98.6,normale,Hémoglobine dans les normes,5,8,2,True,False,normal,ensoleillé
