timestamp,hospital,blood_type,stock_initial,demand,supply,stock_final,temperature,days_to_expiry,quality_score,urgency,quality_comment,day_of_week,hour,month,is_weekend,is_holiday_season,special_event,weather
2022-01-01 12:36:00,Hôpital Militaire,O+,25,4,20,41,4.3,19,100.0,normale,Urgent: vérifier température stockage,5,12,1,True,True,normal,ensoleillé
2022-01-01 12:44:28,Hôpital Laquintinie,O+,39,5,0,34,3.2,1,65.5,attention,Parfait pour transfusion immédiate,5,12,1,True,True,normal,ensoleillé
2022-01-01 15:43:13,Hôpital Militaire,O+,84,4,0,80,3.8,1,59.7,attention,"Excellent état, conservation parfaite",5,15,1,True,True,normal,ensoleillé
2022-01-01 21:27:26,Hôpital Militaire,O+,48,9,0,39,4.1,3,86.6,normale,Parfait pour transfusion immédiate,5,21,1,True,True,normal,pluvieux
2022-01-01 22:22:24,Hôpital Militaire,O+,59,7,27,79,3.9,8,98.2,normale,Attention: proche expiration,5,22,1,True,True,normal,nuageux
2022-01-01 23:52:57,Clinique des Spécialités,O+,4,7,0,0,3.8,6,98.6,critique,URGENT: Stock critique - Contrôle bactériologique négatif,5,23,1,True,True,normal,pluvieux
2022-01-02 07:31:39,Clinique des Spécialités,O+,30,6,0,24,3.8,3,89.6,normale,Contrôle bactériologique négatif,6,7,1,True,True,normal,ensoleillé
2022-01-02 16:10:44,Hôpital Laquintinie,O+,48,4,0,44,4.3,2,84.2,normale,"Bon état général, légère variation température",6,16,1,True,True,normal,pluvieux
2022-01-02 22:06:05,Hôpital Militaire,O+,49,9,0,40,4.1,1,64.2,attention,Hémoglobine dans les normes,6,22,1,True,True,normal,ensoleillé
2022-01-03 03:02:24,Hôpital Laquintinie,O+,17,9,0,8,3.5,1,64.9,critique,"URGENT: Stock critique - État satisfaisant, contrôle qualité OK",0,3,1,False,True,normal,nuageux
2022-01-03 04:51:30,Centre Médical d'Excellence,O+,28,12,0,16,3.8,7,100.0,faible,Parfait pour transfusion immédiate,0,4,1,False,True,normal,nuageux
2022-01-03 08:12:44,Clinique des Spécialités,O+,43,7,0,36,4.4,17,100.0,normale,"État satisfaisant, contrôle qualité OK",0,8,1,False,True,normal,ensoleillé
2022-01-03 12:29:49,Hôpital de District Bonassama,O+,64,6,20,78,4.4,18,100.0,normale,Parfait pour transfusion immédiate,0,12,1,False,True,normal,pluvieux
2022-01-03 16:44:48,Hôpital de District Bonassama,O+,64,10,18,72,4.1,1,55.7,attention,Contrôle bactériologique négatif,0,16,1,False,True,normal,pluvieux
2022-01-03 18:05:47,Centre Médical d'Excellence,O+,69,5,0,64,5.2,15,100.0,normale,Attention: proche expiration,0,18,1,False,True,normal,ensoleillé
2022-01-03 21:02:34,Hôpital Général Douala,O+,60,11,0,49,4.5,4,81.9,normale,Attention: proche expiration,0,21,1,False,True,normal,pluvieux
2022-01-04 13:11:30,Hôpital Laquintinie,O+,48,8,0,40,4.5,31,100.0,normale,Urgent: vérifier température stockage,1,13,1,False,True,urgence_médicale,ensoleillé
2022-01-04 14:42:33,Hôpital de District Bonassama,O+,48,12,0,36,4.3,24,96.4,normale,Contrôle bactériologique négatif,1,14,1,False,True,normal,ensoleillé
2022-01-04 15:51:57,Centre Médical d'Excellence,O+,87,8,24,103,4.0,26,100.0,normale,Urgent: vérifier température stockage,1,15,1,False,True,normal,ensoleillé
2022-01-04 22:39:10,Hôpital Général Douala,O+,73,12,24,85,3.7,11,100.0,normale,Urgent: vérifier température stockage,1,22,1,False,True,normal,nuageux
2022-01-05 09:13:58,Hôpital Général Douala,O+,52,16,22,58,3.9,14,100.0,normale,"Excellent état, conservation parfaite",2,9,1,False,True,normal,pluvieux
2022-01-05 13:57:50,Hôpital Général Douala,O+,73,14,19,78,4.0,24,98.6,normale,Contrôle bactériologique négatif,2,13,1,False,True,normal,ensoleillé
2022-01-05 18:17:42,Hôpital Laquintinie,O+,15,6,0,9,3.9,30,99.7,critique,"URGENT: Stock critique - Excellent état, conservation parfaite",2,18,1,False,True,normal,nuageux
2022-01-05 22:21:53,Centre Médical d'Excellence,O+,87,10,29,106,3.8,2,77.0,normale,"État satisfaisant, contrôle qualité OK",2,22,1,False,True,normal,nuageux
2022-01-06 01:08:44,Hôpital Militaire,O+,20,8,0,12,4.7,3,89.4,faible,"État satisfaisant, contrôle qualité OK",3,1,1,False,True,normal,ensoleillé
2022-01-06 03:23:04,Centre Médical d'Excellence,O+,25,7,0,18,3.6,1,57.2,faible,Urgent: vérifier température stockage,3,3,1,False,True,normal,ensoleillé
2022-01-06 14:33:10,Clinique des Spécialités,O+,52,15,14,51,4.7,12,93.5,normale,Hémoglobine dans les normes,3,14,1,False,True,normal,ensoleillé
2022-01-06 18:30:18,Hôpital de District Bonassama,O+,46,7,21,60,4.5,3,81.2,normale,"État satisfaisant, contrôle qualité OK",3,18,1,False,True,normal,ensoleillé
2022-01-07 08:26:16,Clinique des Spécialités,O+,31,9,0,22,3.9,11,100.0,normale,"Bon état général, légère variation température",4,8,1,False,True,normal,ensoleillé
2022-01-07 08:56:07,Hôpital de District Bonassama,O+,44,10,29,63,3.6,23,98.0,normale,"Bon état général, légère variation température",4,8,1,False,True,normal,ensoleillé
2022-01-07 11:02:31,Clinique des Spécialités,O+,77,9,0,68,3.8,5,100.0,normale,Hémoglobine dans les normes,4,11,1,False,True,normal,nuageux
2022-01-07 13:46:31,Hôpital Général Douala,O+,84,13,0,71,3.2,6,100.0,normale,Hémoglobine dans les normes,4,13,1,False,True,normal,orageux
2022-01-07 21:52:13,Centre Médical d'Excellence,O+,35,16,0,19,4.1,38,100.0,faible,Contrôle bactériologique négatif,4,21,1,False,True,campagne_don,pluvieux
2022-01-08 02:14:38,Hôpital Laquintinie,O+,26,0,0,26,3.9,6,100.0,normale,Contrôle bactériologique négatif,5,2,1,True,True,normal,ensoleillé
2022-01-08 02:24:33,Hôpital Général Douala,O+,11,6,19,24,4.0,8,93.4,normale,Attention: proche expiration,5,2,1,True,True,normal,ensoleillé
2022-01-08 04:45:09,Hôpital Laquintinie,O+,27,2,0,25,3.5,48,100.0,normale,Contrôle bactériologique négatif,5,4,1,True,True,normal,ensoleillé
2022-01-08 05:39:09,Hôpital Militaire,O+,29,0,0,29,3.0,12,93.8,normale,Urgent: vérifier température stockage,5,5,1,True,True,urgence_médicale,pluvieux
2022-01-08 08:09:50,Hôpital Militaire,O+,37,6,15,46,4.0,3,85.1,normale,Parfait pour transfusion immédiate,5,8,1,True,True,normal,ensoleillé
2022-01-08 10:51:37,Clinique des Spécialités,O+,44,7,0,37,4.8,3,80.0,normale,Contrôle bactériologique négatif,5,10,1,True,True,normal,ensoleillé
2022-01-08 12:18:18,Centre Médical d'Excellence,O+,51,3,19,67,3.1,44,97.3,normale,Contrôle bactériologique négatif,5,12,1,True,True,normal,nuageux
2022-01-08 13:15:12,Hôpital Général Douala,O+,54,6,24,72,5.1,4,88.4,normale,Parfait pour transfusion immédiate,5,13,1,True,True,accident_route,ensoleillé
